weekday,home_region,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28,d_29,d_30,d_31,d_32,d_33,d_34,d_35,d_36,d_37,d_38,d_39,d_40,d_41,d_42,d_43,d_44,d_45,d_46,d_47,d_48,d_49,d_50,d_51,d_52,d_53,d_54,d_55,d_56,d_57,d_58,d_59,d_60
2,d_51,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.6101999,3.8701999,3.8889,5.0847998,9.6457996,9.6589003,13.0696,99.659798,100,100,100,100,100,100,100,100,100
3,d_51,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.4942,3.7764001,3.845,5.2006001,9.8780003,9.8780003,13.5355,99.562599,100,100,100,100,100,100,100,100,100
4,d_51,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.4931998,4.7598,4.8031998,6.2993002,11.1454,11.1454,15.0547,99.570999,100,100,100,100,100,100,100,100,100
5,d_51,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.1619,5.4533,5.5128999,6.881,11.5713,11.601,15.5845,99.559502,99.982399,99.982399,99.982399,99.982399,100,100,100,100,100
6,d_51,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.6005001,4.9078999,4.9239998,6.2694998,10.87,10.87,14.0847,99.642502,100,100,100,100,100,100,100,100,100
0,d_52,15.6801,16.242201,16.292999,16.3011,16.3011,16.3011,16.337999,16.337999,16.337999,16.337999,16.337999,16.337999,16.337999,16.337999,16.337999,16.337999,16.346901,16.346901,16.346901,16.346901,16.346901,16.346901,16.346901,16.346901,16.346901,16.731501,16.731501,17.0826,17.0826,17.0919,17.2675,17.3473,17.3473,17.5709,17.5839,18.078199,18.078199,18.0881,18.0881,19.598,19.758301,19.9105,19.9105,19.932501,31.474501,32.3148,32.4837,35.234699,52.617401,52.753799,52.9939,96.935699,96.996002,96.996002,97.005302,98.295601,98.812698,99.102699,99.180801,100
1,d_52,18.722099,19.1754,19.200001,19.200001,19.200001,19.200001,19.213499,19.213499,19.213499,19.213499,19.213499,19.213499,19.213499,19.213499,19.213499,19.213499,19.213499,19.213499,19.213499,19.213499,19.213499,19.213499,19.213499,19.213499,19.213499,19.5289,19.5289,19.8358,19.8358,19.8358,19.962999,20.035299,20.035299,20.2416,20.2416,20.610901,20.610901,20.610901,20.610901,22.122101,22.2353,22.370899,22.3822,22.488899,34.331299,35.125401,35.278198,38.4002,56.035,56.172501,56.436001,97.259697,97.2714,97.2714,97.2714,98.3507,98.821999,99.159698,99.238403,100
2,d_52,15.6351,16.026899,16.0394,16.0394,16.0394,16.0394,16.059799,16.059799,16.059799,16.059799,16.059799,16.059799,16.059799,16.059799,16.059799,16.059799,16.059799,16.059799,16.059799,16.059799,16.059799,16.059799,16.059799,16.059799,16.059799,16.368799,16.368799,16.682699,16.682699,16.682699,16.8099,16.8759,16.8859,17.0583,17.0583,17.4508,17.4508,17.4613,17.4613,18.9412,19.043301,19.1602,19.1602,19.195101,31.240101,31.9513,32.094398,34.821701,53.074902,53.209702,53.507801,97.277199,97.303101,97.303101,97.328102,98.442596,98.9123,99.147697,99.2267,100
3,d_52,15.3115,15.6979,15.7268,15.7268,15.7268,15.7268,15.7379,15.7379,15.7379,15.7379,15.7379,15.7379,15.7379,15.7379,15.7379,15.7379,15.7379,15.7379,15.7379,15.7379,15.7379,15.7379,15.7379,15.7379,15.7379,16.027201,16.027201,16.3377,16.3377,16.3377,16.4688,16.5504,16.561899,16.7152,16.7152,17.108,17.108,17.108,17.108,18.8204,18.947701,19.057699,19.057699,19.0963,30.872601,31.936199,32.049801,35.009899,52.9487,53.0905,53.420799,97.150597,97.2061,97.2061,97.250298,98.391998,98.838203,99.150497,99.262604,100
4,d_52,15.6195,16.054001,16.1089,16.118401,16.118401,16.118401,16.1705,16.1705,16.1705,16.1705,16.1705,16.1705,16.1705,16.1705,16.1705,16.1705,16.1705,16.1705,16.1705,16.1705,16.1705,16.1705,16.1705,16.1705,16.1705,16.516199,16.516199,16.849701,16.849701,16.849701,16.992701,17.0874,17.0966,17.290501,17.290501,17.7234,17.7234,17.7234,17.7234,19.5611,19.695,19.8057,19.8057,19.8209,31.4107,32.821999,32.950802,36.188301,53.700401,53.834702,54.105701,97.010902,97.0504,97.0504,97.060501,98.277901,98.786903,99.083099,99.176598,100
5,d_52,18.9119,19.4876,19.5224,19.5224,19.5224,19.5224,19.561199,19.561199,19.561199,19.561199,19.561199,19.561199,19.561199,19.561199,19.561199,19.561199,19.5926,19.5926,19.5926,19.5926,19.5926,19.5926,19.5926,19.5926,19.5926,20.006901,20.006901,20.4077,20.4077,20.4077,20.5555,20.624701,20.624701,20.8899,20.909201,21.4384,21.4384,21.4475,21.4475,23.0854,23.2173,23.351801,23.351801,23.351801,35.726101,36.6297,36.796799,39.993401,58.2854,58.442001,58.8102,96.297699,96.379601,96.379601,96.414902,97.891701,98.464699,98.856499,98.981598,100
6,d_52,18.945,19.385,19.4175,19.4175,19.4175,19.4175,19.4175,19.4175,19.4175,19.4175,19.4175,19.4175,19.4175,19.4175,19.4175,19.4175,19.452499,19.452499,19.452499,19.452499,19.452499,19.452499,19.452499,19.452499,19.452499,19.763901,19.763901,20.0702,20.0702,20.0702,20.207399,20.281,20.281,20.5093,20.5326,20.982901,20.982901,20.982901,20.982901,22.5958,22.7236,22.851801,22.851801,22.882999,34.9408,35.695099,35.867001,38.802502,56.9212,57.0574,57.3265,96.686203,96.788597,96.788597,96.812698,98.109398,98.583298,98.941299,99.053902,100
0,d_53,0.412,4.3547001,4.7068,4.7068,4.7068,4.8583999,4.9636998,4.9891,4.9891,5.0377998,5.0377998,5.0377998,5.1268001,5.1268001,5.1268001,5.1268001,13.1902,13.4176,13.5385,13.5385,13.5752,13.5752,15.5655,15.5655,15.5655,15.7648,15.7727,16.5182,16.5182,16.5767,16.968399,17.0655,17.111601,18.007,30.552999,42.672298,43.07,43.1143,43.1143,43.1143,43.1143,43.1143,43.1143,43.1143,43.248402,44.066399,44.066399,44.066399,44.219799,44.219799,44.219799,44.308601,87.795998,87.795998,87.820702,94.660103,96.057899,96.113602,99.707397,100
1,d_53,0.26640001,3.4265001,3.7081001,3.7081001,3.7081001,3.8018,3.9007001,3.9222,3.9222,3.9222,3.9222,3.9222,3.9709001,3.9709001,3.9709001,3.9709001,11.6533,11.7915,11.8564,11.8564,11.8722,11.8722,13.3785,13.3785,13.3785,13.5197,13.5273,14.1902,14.1902,14.2255,14.5009,14.5875,14.6275,15.509,27.130501,38.141602,38.493301,38.542702,38.542702,38.542702,38.542702,38.542702,38.542702,38.542702,38.586102,39.5425,39.5425,39.5425,39.630699,39.630699,39.630699,39.651699,88.007202,88.007202,88.014999,94.825104,96.187698,96.252602,99.705704,100
2,d_53,0.1983,3.2945001,3.5464001,3.5464001,3.5464001,3.6459,3.8108001,3.8334,3.8334,3.8412001,3.8412001,3.8412001,3.9033999,3.9033999,3.9033999,3.9033999,11.6038,11.7665,11.8444,11.8444,11.8694,11.8694,13.4769,13.4769,13.4769,13.6244,13.6244,14.2661,14.2661,14.2911,14.566,14.6414,14.6857,15.4988,27.273701,39.202801,39.5714,39.613899,39.613899,39.613899,39.613899,39.613899,39.613899,39.613899,39.662102,40.606499,40.606499,40.606499,40.699699,40.699699,40.699699,40.725101,88.133904,88.133904,88.133904,94.843597,96.171097,96.238197,99.729401,100
3,d_53,0.161,3.0288999,3.2708001,3.2708001,3.2708001,3.3715999,3.4611001,3.4821999,3.4821999,3.4821999,3.4821999,3.4821999,3.5137999,3.5137999,3.5137999,3.5137999,11.1471,11.2931,11.3618,11.3618,11.3724,11.3724,12.8718,12.8718,12.8718,12.9877,12.9877,13.6479,13.6479,13.6593,13.8986,13.9758,14.0532,14.9009,26.941299,38.269199,38.676201,38.7276,38.7276,38.7276,38.7276,38.7276,38.7276,38.7276,38.750301,39.707298,39.707298,39.707298,39.7785,39.7785,39.7785,39.7785,88.430702,88.430702,88.430702,94.753502,96.105904,96.171898,99.740501,100
4,d_53,0.18430001,3.2953999,3.5911,3.5911,3.5911,3.7216001,3.8178999,3.8264999,3.8264999,3.8520999,3.8520999,3.8520999,3.9317,3.9317,3.9317,3.9317,12.1351,12.297,12.371,12.371,12.371,12.371,14.0485,14.0485,14.0485,14.1978,14.1978,14.8727,14.8727,14.8727,15.1433,15.2191,15.2667,16.232401,29.162901,41.450802,41.9231,41.9813,41.9813,41.9813,41.9813,41.9813,41.9813,41.9813,42.024399,43.056301,43.056301,43.056301,43.1455,43.1455,43.1455,43.154099,87.770103,87.770103,87.7826,94.688698,96.219299,96.254303,99.762901,100
5,d_53,0.2278,3.6375,4.0047998,4.0047998,4.0047998,4.1617999,4.3041,4.3520002,4.3520002,4.3594999,4.3594999,4.3594999,4.4267001,4.4267001,4.4267001,4.4267001,12.6369,12.8084,12.8857,12.8857,12.9188,12.9188,14.78,14.78,14.78,14.947,14.947,15.602,15.602,15.6174,15.9334,16.0403,16.103701,17.0082,29.237,41.251499,41.6563,41.726799,41.726799,41.726799,41.726799,41.726799,41.726799,41.726799,41.788399,42.768799,42.768799,42.768799,42.866901,42.866901,42.866901,42.901901,87.5392,87.5392,87.5392,94.6091,96.057503,96.133301,99.7285,100
6,d_53,0.2036,3.4849,3.8684001,3.8684001,3.8684001,4.0379,4.1431999,4.1917,4.1917,4.2087002,4.2087002,4.2087002,4.2919998,4.2919998,4.2919998,4.2919998,12.143,12.3251,12.4476,12.4476,12.4546,12.4546,14.2196,14.2196,14.2473,14.4159,14.4159,15.067,15.067,15.1031,15.409,15.4946,15.5581,16.433901,28.4151,39.9762,40.335701,40.402599,40.402599,40.402599,40.402599,40.402599,40.402599,40.402599,40.460999,41.440399,41.440399,41.440399,41.536301,41.536301,41.536301,41.564899,87.739403,87.739403,87.739403,94.752296,96.186996,96.264801,99.727699,100
0,d_54,0.024700001,0.2827,0.2827,0.2827,0.2827,0.2827,0.2827,0.2827,0.2827,0.2827,0.2827,0.2827,0.2827,0.2827,0.2827,0.2827,0.2827,0.2827,0.2827,0.2827,0.2827,0.2827,0.2827,0.2827,0.2827,0.4499,1.0563999,6.1673999,6.7631001,6.7631001,6.8109999,6.8109999,6.8109999,6.8109999,6.8109999,6.8109999,6.8109999,6.8109999,7.4408998,7.4408998,7.4408998,7.4408998,7.4408998,7.4408998,7.4408998,7.4408998,7.4408998,7.4408998,7.4408998,7.4408998,7.4408998,7.4408998,7.4408998,81.262299,96.43,96.655502,99.969902,99.969902,100,100
1,d_54,0.0063,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.32319999,0.5,0.94929999,6.7094002,7.3365002,7.3365002,7.3776999,7.3776999,7.3776999,7.3776999,7.3776999,7.3776999,7.3776999,7.3776999,7.9741001,7.9741001,7.9741001,7.9741001,7.9861999,7.9861999,7.9861999,7.9861999,7.9861999,7.9861999,7.9861999,7.9861999,7.9861999,7.9861999,7.9861999,82.679298,96.985703,97.203796,99.983002,99.983002,100,100
2,d_54,0,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.26769999,0.40329999,0.88779998,5.7879,6.4032001,6.4032001,6.4173002,6.4173002,6.4173002,6.4229002,6.4229002,6.4229002,6.4229002,6.4229002,7.0271001,7.0271001,7.0271001,7.0271001,7.0271001,7.0271001,7.0271001,7.0335002,7.0335002,7.0335002,7.0335002,7.0335002,7.0335002,7.0335002,7.0335002,82.269897,97.1017,97.349503,99.971901,99.971901,100,100
3,d_54,0.0153,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.29879999,0.45989999,1.1442,6.3095002,6.9359002,6.9432001,6.9856,6.9856,6.9856,6.9856,6.9856,6.9856,6.9856,6.9856,7.5405998,7.5405998,7.5405998,7.5405998,7.5507998,7.5507998,7.5507998,7.5507998,7.5507998,7.5507998,7.5507998,7.5507998,7.5507998,7.5507998,7.5507998,80.046097,96.101303,96.310204,99.984001,99.984001,100,100
4,d_54,0,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.4057,1.257,5.7160001,6.3635998,6.3635998,6.4025998,6.4025998,6.4025998,6.4025998,6.4025998,6.4025998,6.4025998,6.4025998,6.9794998,6.9794998,6.9794998,6.9794998,6.9794998,6.9794998,6.9794998,6.9794998,6.9794998,6.9794998,6.9794998,6.9794998,6.9794998,6.9794998,6.9794998,80.790604,96.442596,96.676003,99.972603,99.972603,100,100
5,d_54,0.032200001,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.35339999,0.5359,1.34,6.5830998,7.2034998,7.2034998,7.2564998,7.2564998,7.2564998,7.2618999,7.2618999,7.2618999,7.2618999,7.2618999,8.2086,8.2086,8.2086,8.2086,8.2143002,8.2143002,8.2143002,8.2143002,8.2143002,8.2143002,8.2143002,8.2143002,8.2143002,8.2143002,8.2143002,79.650703,96.642303,96.911301,99.953796,99.953796,100,100
6,d_54,0.0114,0.2676,0.2676,0.2676,0.2676,0.2676,0.2676,0.2676,0.2676,0.2676,0.2676,0.2676,0.2676,0.2676,0.2676,0.2676,0.2676,0.2676,0.2676,0.2676,0.2676,0.2676,0.2676,0.2676,0.2676,0.42719999,1.2845,6.0935001,6.7377,6.7377,6.7751002,6.7751002,6.7751002,6.7751002,6.7751002,6.7751002,6.7751002,6.7751002,7.3652,7.3652,7.3652,7.3652,7.3702998,7.3702998,7.3702998,7.3702998,7.3702998,7.3702998,7.3702998,7.3702998,7.3702998,7.3702998,7.3702998,79.926598,96.157097,96.363899,99.993599,99.993599,100,100
0,d_55,0.13,0.5029,0.5029,0.5029,0.5029,0.5029,0.5029,0.5029,0.5029,0.5029,0.5029,0.5029,0.5029,0.5029,0.5029,0.5029,0.5029,0.5029,0.5029,0.5029,0.5029,0.5029,0.5029,0.5029,0.5029,0.75300002,0.75300002,7.6138,7.6138,7.6177001,7.6918998,7.6918998,7.6918998,7.7399001,7.7399001,7.7642999,7.7683001,7.7683001,7.7768998,7.7768998,7.7768998,7.7768998,8.1282997,8.1282997,8.1368999,8.1414003,8.1414003,8.1414003,8.1585999,8.1585999,8.1585999,8.1585999,8.1585999,18.6138,89.344299,89.818001,99.900597,99.900597,99.983704,100
1,d_55,0.1311,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.58020002,0.8416,0.8416,8.2299995,8.2299995,8.2299995,8.3128004,8.3128004,8.3128004,8.3631001,8.3631001,8.3848,8.3848,8.3848,8.3848,8.3848,8.3848,8.3848,8.7386999,8.7386999,8.7458,8.7498999,8.7498999,8.7498999,8.7658997,8.7658997,8.7658997,8.7704,8.7704,18.4879,89.598396,90.1157,99.896202,99.896202,99.987701,100
2,d_55,0.1284,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.50739998,0.73379999,0.73379999,7.3137999,7.3137999,7.3137999,7.3743,7.3743,7.3743,7.4250002,7.4250002,7.454,7.4582,7.4582,7.4727998,7.4772,7.4772,7.4772,7.8185,7.8185,7.8277001,7.8516998,7.8516998,7.8516998,7.8657999,7.8657999,7.8657999,7.8657999,7.8657999,18.4946,90.8256,91.352402,99.901901,99.901901,99.986099,100
3,d_55,0.12620001,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.49689999,0.7069,0.7069,8.2363997,8.2427998,8.2535,8.3240995,8.3240995,8.3240995,8.3600998,8.3600998,8.3843002,8.3843002,8.3843002,8.3903999,8.3903999,8.3903999,8.3903999,8.7706003,8.7706003,8.7820997,8.7820997,8.7820997,8.7820997,8.8011999,8.8011999,8.8011999,8.8065004,8.8065004,20.184401,89.884201,90.347801,99.914902,99.914902,99.994904,100
4,d_55,0.112,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.47420001,0.70310003,0.70310003,6.7581,6.7581,6.7581,6.8185,6.8185,6.8185,6.8562002,6.8604002,6.8807998,6.8807998,6.8807998,6.8874998,6.8874998,6.8874998,6.8874998,7.3133998,7.3133998,7.3174,7.3311,7.3311,7.3311,7.3439999,7.3439999,7.3439999,7.3483,7.3532,19.5903,89.921097,90.4133,99.917,99.917,99.990601,100
5,d_55,0.14219999,0.58649999,0.58649999,0.58649999,0.58649999,0.58649999,0.58649999,0.58649999,0.58649999,0.58649999,0.58649999,0.58649999,0.58649999,0.58649999,0.58649999,0.58649999,0.58649999,0.59060001,0.59060001,0.59060001,0.59060001,0.59060001,0.59060001,0.59060001,0.59060001,0.8653,0.8653,7.4860001,7.4860001,7.4860001,7.5651002,7.5651002,7.5651002,7.6153998,7.6153998,7.652,7.652,7.652,7.6627998,7.6627998,7.6627998,7.6627998,8.0121002,8.0121002,8.0214005,8.0396996,8.0396996,8.0396996,8.0670004,8.0670004,8.0670004,8.0712004,8.0847998,20.0292,90.423897,90.995697,99.904404,99.904404,99.9888,100
6,d_55,0.1226,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.52209997,0.77609998,0.77609998,6.8414001,6.8414001,6.8414001,6.9096999,6.9096999,6.9096999,6.9369001,6.9369001,6.9572001,6.9572001,6.9572001,6.9693999,6.9693999,6.9693999,6.9693999,7.3590999,7.3590999,7.3717999,7.3717999,7.3717999,7.3717999,7.3864002,7.3864002,7.3864002,7.3864002,7.3909001,19.1567,89.131401,89.594597,99.932503,99.932503,99.990402,100
0,d_56,1.3526,2.6443999,2.733,2.733,2.7449,2.7787001,2.8262999,2.8390999,2.8410001,2.8552999,2.8552999,2.8552999,2.8780999,2.8780999,2.8780999,2.8780999,3.0404999,3.1019001,3.1171,3.1171,3.1215999,3.1215999,3.1577001,3.1577001,3.1577001,4.0223999,4.0693002,5.1020002,5.1020002,5.1929002,5.5321002,5.5696001,5.5998001,5.8860002,6.0414,6.4531002,6.5106001,6.5296998,6.5296998,6.5609999,6.6402001,6.6728001,6.9534998,6.9534998,7.3901,7.5151,7.5434999,7.5823002,8.6104002,8.6589003,8.6589003,8.9271002,10.5589,10.6541,10.9049,90.209702,94.950401,95.038803,99.506897,100
1,d_56,1.2801,2.4307001,2.5081,2.517,2.5295999,2.5553,2.6141,2.6187999,2.6187999,2.6227,2.6227,2.6227,2.6400001,2.6400001,2.6400001,2.6400001,2.7879,2.8366001,2.8450999,2.8450999,2.8450999,2.8450999,2.8852999,2.8852999,2.8852999,3.625,3.6436999,4.5605001,4.5605001,4.6094999,4.8943,4.9264998,4.9487,5.2305002,5.3670001,5.7442999,5.8021002,5.8092999,5.8092999,5.8372002,5.9091001,5.9403,6.2164998,6.2164998,6.5921998,6.7532001,6.7778001,6.8125,7.8561001,7.9260001,7.9278998,8.1753998,9.8311005,9.9056997,10.1327,89.407204,94.051201,94.152802,99.480202,100
2,d_56,1.0669,2.0243001,2.0908999,2.0973001,2.1131001,2.1375999,2.1921999,2.197,2.197,2.1993999,2.1993999,2.1993999,2.2179999,2.2179999,2.2179999,2.2179999,2.3627,2.4021001,2.4109001,2.4109001,2.4109001,2.4109001,2.4435999,2.4435999,2.4435999,3.1194,3.1605,4.0170002,4.0170002,4.0771999,4.3239002,4.3559999,4.3748002,4.6293001,4.7501001,5.105,5.1627002,5.1715999,5.1715999,5.1971998,5.2610002,5.2901001,5.559,5.559,5.8929,6.0532999,6.0784001,6.1054001,7.0865002,7.1595998,7.1595998,7.3695002,9.0956001,9.1764002,9.4168997,90.001503,94.505699,94.593102,99.515404,100
3,d_56,1.0384001,2.0033,2.0627,2.0653,2.0747001,2.0992,2.1401999,2.1465001,2.1465001,2.1496,2.1496,2.1496,2.1679001,2.1679001,2.1679001,2.1679001,2.2995999,2.3359001,2.3413,2.3413,2.3439,2.3439,2.3738,2.3738,2.3738,3.0150001,3.0404,3.8436999,3.8436999,3.8924999,4.1405001,4.1717,4.1943002,4.4092002,4.5285001,4.8903999,4.9468002,4.9584999,4.9584999,4.9821,5.0458999,5.0723,5.3445001,5.3445001,5.6714001,5.8383999,5.8583999,5.8930001,6.9095998,6.9699998,6.9699998,7.1968999,8.8456001,8.9229002,9.1514997,90.004501,94.600403,94.682899,99.557701,100
4,d_56,1.0871,2.1197,2.1905999,2.1905999,2.1993999,2.2256,2.2688999,2.2751,2.2751,2.2802,2.2802,2.2802,2.3006999,2.3006999,2.3006999,2.3006999,2.4614,2.5043001,2.5132999,2.5132999,2.5132999,2.5132999,2.5483999,2.5483999,2.5483999,3.2567,3.2925999,4.1535001,4.1535001,4.2140999,4.5033998,4.5328002,4.5531001,4.7993999,4.9608002,5.3202,5.3930998,5.4015999,5.4015999,5.4243999,5.4900999,5.5163999,5.7925,5.7925,6.1290002,6.2965999,6.3168001,6.3497,7.3621001,7.427,7.4292998,7.6661,9.3657999,9.4524002,9.6903,89.709702,94.583702,94.662697,99.533798,100
5,d_56,1.4035,2.7551999,2.8601999,2.8640001,2.8787999,2.928,2.9911001,3.0074,3.0074,3.0174,3.0174,3.0174,3.0392001,3.0392001,3.0392001,3.0392001,3.2462001,3.3059001,3.3278999,3.3278999,3.3341999,3.3341999,3.3841,3.3841,3.3887,4.3153,4.3429999,5.3909998,5.3909998,5.4556999,5.8094001,5.8504,5.8702998,6.1644001,6.3505001,6.7793999,6.8442998,6.8597999,6.8597999,6.8878002,6.9545999,6.9826999,7.2344999,7.2344999,7.7024999,7.8648,7.8846002,7.9204998,9.0327997,9.0998001,9.0998001,9.3983002,11.2834,11.3696,11.6216,89.508598,94.405998,94.501801,99.4767,100
6,d_56,1.2623,2.4394,2.539,2.5438001,2.5485001,2.5952001,2.6412001,2.6501999,2.6501999,2.6602001,2.6602001,2.6602001,2.6826,2.6826,2.6826,2.6826,2.8875999,2.9602001,2.9784,2.9784,2.9870999,2.9870999,3.0318999,3.0318999,3.0414,3.8315001,3.8480999,4.7870998,4.7870998,4.8477998,5.1511998,5.1859002,5.2041998,5.4335999,5.6374002,6.0335999,6.0823998,6.0985999,6.0985999,6.1215,6.1866999,6.2121,6.4811001,6.4811001,6.8621001,7.0528998,7.0767999,7.1069002,8.1424999,8.2105999,8.2105999,8.4594002,10.3293,10.4116,10.6651,89.660004,94.527603,94.622498,99.481102,100
0,d_57,0.62159997,2.1270001,2.1422999,2.1422999,2.1422999,2.1578,2.1682,2.1682,2.1682,2.1921999,2.1921999,2.1921999,2.2286999,2.2286999,2.2286999,2.2286999,2.2679999,2.3561001,2.3801,2.3801,2.3931999,2.3931999,2.4235001,2.4235001,2.4235001,3.677,3.7327001,8.5066996,8.5066996,8.6386003,9.1063995,9.1155005,9.1296997,9.2720003,9.3146,9.4737997,9.5101004,9.5101004,9.5101004,9.5661001,9.5962,9.6094999,11.4442,11.4442,11.6487,11.7133,11.7249,11.7419,11.9537,11.9722,11.9722,12.0994,12.4888,13.6441,18.8141,24.172701,99.355003,99.387703,99.814301,100
1,d_57,0.56999999,2.0697,2.0871999,2.0871999,2.0871999,2.0968001,2.1052999,2.1052999,2.1052999,2.1231,2.1231,2.1231,2.1578,2.1578,2.1578,2.1578,2.1926999,2.2622001,2.2801001,2.2801001,2.2885001,2.2885001,2.3190999,2.3190999,2.3190999,3.5464001,3.5806,8.6468,8.6468,8.7454004,9.1851997,9.1897001,9.1922998,9.3193998,9.3443003,9.4769001,9.5074997,9.5074997,9.5074997,9.5395002,9.5621996,9.5798998,11.3445,11.3445,11.5199,11.6206,11.6279,11.6439,11.8428,11.8695,11.8695,11.9795,12.3208,13.4667,18.6084,24.248199,99.3666,99.403397,99.832001,100
